0,0,2.312690
0,1,2.301754
0,2,2.281872
0,3,2.246525
0,4,2.186504
0,5,2.092471
0,6,1.962432
0,7,1.810143
0,8,1.660989
0,9,1.534210
0,10,1.434119
0,11,1.356250
0,12,1.294913
0,13,1.245560
0,14,1.205089
0,15,1.171432
0,16,1.143167
0,17,1.119209
0,18,1.098757
0,19,1.081187
0,20,1.066007
0,21,1.052816
0,22,1.041296
0,23,1.031183
0,24,1.022264
0,25,1.014362
0,26,1.007329
0,27,1.001045
0,28,0.995407
0,29,0.990331
0,30,0.985744
0,31,0.981585
0,32,0.977804
0,33,0.974357
0,34,0.971206
0,35,0.968317
0,36,0.965660
0,37,0.963214
0,38,0.960955
0,39,0.958865
0,40,0.956927
0,41,0.955125
0,42,0.953449
0,43,0.951885
0,44,0.950424
0,45,0.949057
0,46,0.947776
0,47,0.946573
0,48,0.945442
0,49,0.944378
0,50,0.943374
0,51,0.942427
0,52,0.941531
0,53,0.940684
0,54,0.939881
0,55,0.939120
0,56,0.938398
0,57,0.937711
0,58,0.937058
0,59,0.936437
0,60,0.935844
0,61,0.935279
0,62,0.934740
0,63,0.934224
0,64,0.933731
0,65,0.933259
0,66,0.932806
0,67,0.932373
0,68,0.931957
0,69,0.931558
0,70,0.931174
0,71,0.930806
0,72,0.930451
0,73,0.930110
0,74,0.929782
0,75,0.929466
0,76,0.929161
0,77,0.928867
0,78,0.928583
0,79,0.928310
0,80,0.928045
0,81,0.927789
0,82,0.927542
0,83,0.927303
0,84,0.927071
0,85,0.926847
0,86,0.926630
0,87,0.926420
0,88,0.926216
0,89,0.926019
0,90,0.925827
0,91,0.925641
0,92,0.925460
0,93,0.925284
0,94,0.925114
0,95,0.924948
0,96,0.924787
0,97,0.924630
0,98,0.924478
0,99,0.924330
0,100,0.924185
0,101,0.924045
0,102,0.923908
0,103,0.923774
0,104,0.923645
0,105,0.923518
0,106,0.923395
0,107,0.923274
0,108,0.923157
0,109,0.923042
0,110,0.922931
0,111,0.922822
0,112,0.922715
0,113,0.922611
0,114,0.922510
0,115,0.922411
0,116,0.922314
0,117,0.922219
0,118,0.922126
0,119,0.922036
1,0,0.920326
1,1,0.920320
1,2,0.920315
1,3,0.920310
1,4,0.920305
1,5,0.920300
1,6,0.920295
1,7,0.920291
1,8,0.920286
1,9,0.920282
1,10,0.920277
1,11,0.920273
1,12,0.920269
1,13,0.920265
1,14,0.920261
1,15,0.920257
1,16,0.920253
1,17,0.920249
1,18,0.920245
1,19,0.920241
1,20,0.920237
1,21,0.920233
1,22,0.920229
1,23,0.920225
1,24,0.920221
1,25,0.920217
1,26,0.920212
1,27,0.920208
1,28,0.920204
1,29,0.920200
1,30,0.920195
1,31,0.920191
1,32,0.920186
1,33,0.920182
1,34,0.920177
1,35,0.920172
1,36,0.920167
1,37,0.920162
1,38,0.920157
1,39,0.920152
1,40,0.920146
1,41,0.920141
1,42,0.920135
1,43,0.920129
1,44,0.920123
1,45,0.920116
1,46,0.920110
1,47,0.920103
1,48,0.920096
1,49,0.920089
1,50,0.920082
1,51,0.920074
1,52,0.920066
1,53,0.920058
1,54,0.920049
1,55,0.920040
1,56,0.920031
1,57,0.920021
1,58,0.920011
1,59,0.920001
1,60,0.919990
1,61,0.919979
1,62,0.919967
1,63,0.919955
1,64,0.919942
1,65,0.919929
1,66,0.919915
1,67,0.919901
1,68,0.919886
1,69,0.919870
1,70,0.919854
1,71,0.919837
1,72,0.919819
1,73,0.919801
1,74,0.919782
1,75,0.919761
1,76,0.919740
1,77,0.919718
1,78,0.919695
1,79,0.919671
1,80,0.919645
1,81,0.919619
1,82,0.919591
1,83,0.919562
1,84,0.919532
1,85,0.919500
1,86,0.919467
1,87,0.919432
1,88,0.919396
1,89,0.919358
1,90,0.919318
1,91,0.919276
1,92,0.919232
1,93,0.919186
1,94,0.919138
1,95,0.919087
1,96,0.919035
1,97,0.918979
1,98,0.918921
1,99,0.918860
1,100,0.918797
1,101,0.918730
1,102,0.918660
1,103,0.918587
1,104,0.918510
1,105,0.918430
1,106,0.918346
1,107,0.918258
1,108,0.918166
1,109,0.918070
1,110,0.917969
1,111,0.917863
1,112,0.917753
1,113,0.917638
1,114,0.917517
1,115,0.917391
1,116,0.917260
1,117,0.917123
1,118,0.916980
1,119,0.916830
1,120,0.916675
1,121,0.916513
1,122,0.916344
1,123,0.916168
1,124,0.915985
1,125,0.915795
1,126,0.915598
1,127,0.915393
1,128,0.915181
1,129,0.914960
1,130,0.914732
1,131,0.914495
1,132,0.914251
1,133,0.913998
1,134,0.913737
1,135,0.913467
1,136,0.913190
1,137,0.912904
1,138,0.912610
1,139,0.912308
1,140,0.911998
1,141,0.911681
1,142,0.911355
1,143,0.911023
1,144,0.910683
1,145,0.910337
1,146,0.909983
1,147,0.909624
1,148,0.909259
1,149,0.908888
1,150,0.908513
1,151,0.908133
1,152,0.907749
1,153,0.907361
1,154,0.906970
1,155,0.906577
1,156,0.906181
1,157,0.905784
1,158,0.905386
1,159,0.904987
1,160,0.904589
1,161,0.904190
1,162,0.903793
1,163,0.903397
1,164,0.903003
1,165,0.902612
1,166,0.902223
1,167,0.901838
1,168,0.901457
1,169,0.901079
1,170,0.900705
1,171,0.900336
1,172,0.899972
1,173,0.899613
1,174,0.899259
1,175,0.898911
1,176,0.898568
1,177,0.898231
1,178,0.897900
1,179,0.897575
1,180,0.897256
1,181,0.896942
1,182,0.896634
1,183,0.896333
1,184,0.896037
1,185,0.895747
1,186,0.895463
1,187,0.895185
1,188,0.894913
1,189,0.894647
1,190,0.894386
1,191,0.894131
1,192,0.893881
1,193,0.893636
1,194,0.893397
1,195,0.893163
1,196,0.892934
1,197,0.892710
1,198,0.892491
1,199,0.892277
1,200,0.892068
1,201,0.891863
1,202,0.891663
1,203,0.891466
1,204,0.891275
1,205,0.891087
1,206,0.890903
1,207,0.890724
1,208,0.890548
1,209,0.890376
1,210,0.890208
1,211,0.890043
1,212,0.889881
1,213,0.889723
1,214,0.889569
1,215,0.889417
1,216,0.889269
1,217,0.889124
1,218,0.888981
1,219,0.888842
1,220,0.888705
1,221,0.888571
1,222,0.888440
1,223,0.888311
1,224,0.888185
1,225,0.888061
1,226,0.887939
1,227,0.887820
1,228,0.887702
1,229,0.887587
1,230,0.887474
1,231,0.887364
1,232,0.887255
1,233,0.887148
1,234,0.887043
1,235,0.886941
1,236,0.886839
1,237,0.886740
2,0,0.886490
2,1,0.886481
2,2,0.886473
2,3,0.886465
